SeriousDlqin2yrs	RevolvingUtilizationOfUnsecuredLines	age	NumberOfTime30-59DaysPastDueNotWorse	DebtRatio	MonthlyIncome	NumberOfOpenCreditLinesAndLoans	NumberOfTimes90DaysLate	NumberRealEstateLoansOrLines	NumberOfTime60-89DaysPastDueNotWorse	NumberOfDependents
0	0.013580426	74	0	0.002981366	8049.0	4	0	0	0	0.0
0	0.017277442	44	0	0.025815752	7630.0	9	0	0	0	0.0
0	0.274463553	63	1	0.515322581	4959.0	10	0	1	0	0.0
0	0.044178199	61	0	0.376415233	6800.0	7	0	2	0	0.0
0	0.9999999	41	0	0.0	6102.0	0	0	0	0	1.0
0	0.134221477	52	0	0.107357149	10832.0	8	0	1	0	1.0
0	0.140980033	43	0	0.487882653	3135.0	13	0	1	0	3.0
0	0.024685362	68	0	0.254042584	13666.0	8	0	2	0	0.0
0	0.021405414	67	0	0.614580129	3250.0	14	0	1	0	2.0
0	0.401313478	50	0	0.355051701	8026.0	9	0	2	0	3.0
0	0.267331066	38	1	0.337777267	8700.0	8	0	2	0	0.0
0	0.071342999	34	0	0.016108128	5400.0	4	0	0	0	2.0
1	0.9999999	28	0	0.048694425	2833.0	2	2	0	1	0.0
1	0.0	25	0	0.152896812	2916.0	3	0	0	1	0.0
0	0.074767296	47	0	0.20913047	12178.0	16	0	1	0	3.0
0	0.081301501	54	0	0.585380835	3255.0	10	0	1	0	0.0
0	0.246662073	74	0	0.629650587	7068.0	11	0	2	0	0.0
0	0.650264654	32	1	0.132498193	4150.0	4	0	0	0	0.0
0	0.048828056	64	0	0.008274721	4833.0	4	0	0	0	0.0
0	0.067983004	25	0	3.5	1.0	2	0	0	0	0.0
0	0.061255055	49	2	0.373647238	15800.0	14	0	3	0	0.0
0	0.0	46	0	0.727541955	7090.0	7	0	2	0	3.0
1	1.601328904	55	1	0.135104256	3500.0	2	0	0	0	1.0
1	0.213299431	58	0	0.744167498	5014.0	16	0	2	0	0.0
0	0.011942478	61	0	0.550994001	8500.0	13	0	2	0	1.0
0	0.912443985	59	1	0.706377468	3088.0	6	0	3	0	1.0
0	0.256633677	52	3	0.299631469	6240.0	9	0	2	0	3.0
0	0.0	31	0	0.050374928	5200.0	2	0	0	0	0.0
0	0.876035418	63	0	0.143610253	5500.0	2	0	1	0	1.0
0	0.4931043	49	0	0.391658335	7000.0	11	0	3	0	1.0
0	0.028008622	45	0	96.0	0.0	21	0	0	0	2.0
0	0.179048121	60	0	0.478704933	9790.0	24	0	2	0	0.0
0	0.003008593	49	0	0.3568036	12000.0	12	0	3	0	2.0
0	0.042135243	74	0	0.571336623	4660.0	9	0	2	0	1.0
0	0.291880967	37	0	0.082702471	7000.0	4	0	0	0	0.0
0	0.887587488	23	0	0.302158273	2084.0	5	0	0	0	0.0
0	0.9999999	34	0	0.326124704	6334.0	4	0	1	0	0.0
0	0.0	60	0	0.114750976	10500.0	9	0	1	0	0.0
0	0.477193525	53	5	0.311768039	10587.0	11	0	1	1	0.0
0	0.022254233	43	0	0.225597562	10500.0	13	0	1	0	3.0
1	0.520696491	58	0	1.092363055	2500.0	13	0	0	0	0.0
0	0.315485294	74	0	1.701549742	6000.0	21	0	1	0	0.0
0	0.654531896	58	0	0.474741418	6670.0	5	0	1	0	1.0
0	0.397278675	67	0	0.243382213	5250.0	7	0	0	0	1.0
0	0.018283102	55	0	0.150947924	4166.0	3	0	1	0	1.0
0	0.9999999	47	4	0.40063742	5333.0	4	0	1	1	2.0
0	0.0	52	0	0.41443006	6333.0	4	0	1	0	1.0
0	0.482250986	28	0	0.167513522	6100.0	8	0	0	0	1.0
0	0.037825372	48	0	0.723058277	9900.0	7	0	4	0	3.0
0	0.184951148	65	0	0.266309413	8583.0	22	0	2	0	0.0
0	0.987905177	60	1	0.491579696	8431.0	10	0	1	0	0.0
0	0.637009075	29	0	0.302821595	4500.0	8	0	0	0	1.0
0	0.940749384	71	2	0.434324065	7300.0	16	0	0	0	1.0
0	0.055862942	29	0	0.125519151	4333.0	4	0	0	0	0.0
0	0.258413962	55	0	0.224920128	7824.0	7	0	1	0	1.0
0	0.015224305	51	0	0.01445709	3250.0	6	0	0	0	0.0
0	0.146423795	36	0	0.988839286	3583.0	8	0	2	0	1.0
0	0.438891355	54	0	0.598320084	6666.0	12	0	2	0	0.0
0	0.9999999	43	0	0.0	10595.0	0	0	0	0	3.0
0	0.106701698	26	0	0.796882381	2116.0	10	0	2	0	0.0
0	0.006428189	30	0	0.468850541	6837.0	5	0	2	0	0.0
0	0.064836086	52	0	0.343147358	6792.0	10	0	2	0	1.0
0	0.00536032	51	0	0.226495294	9880.0	15	0	2	0	2.0
0	0.616638309	72	0	0.601292109	6500.0	10	0	1	0	0.0
0	0.003567903	69	0	0.001830384	4916.0	9	0	0	0	0.0
0	0.0	62	0	0.235718384	12200.0	20	0	1	0	0.0
0	0.91674241	26	0	1.599500416	1200.0	8	0	1	0	2.0
0	0.943650736	41	0	0.797744361	5319.0	11	1	1	0	0.0
0	0.053506869	44	0	0.319654428	8333.0	13	0	2	0	0.0
0	0.03209679	65	0	0.002999	3000.0	1	0	0	0	0.0
0	0.198570448	50	0	0.437981362	23500.0	13	0	2	0	4.0
0	0.0	29	0	0.0	0.0	1	0	0	0	0.0
1	0.405374354	46	0	0.331672502	7425.0	10	0	2	0	3.0
0	0.592063243	60	0	0.450909818	5000.0	14	0	2	0	0.0
0	0.280100737	56	0	0.516762241	4533.0	12	0	1	0	2.0
0	0.760598795	47	0	0.321583357	3460.0	8	0	0	0	2.0
0	0.059273695	58	0	0.400271985	6617.0	21	0	2	0	1.0
0	0.090767177	65	0	0.377803171	7000.0	13	0	3	0	0.0
0	0.818037487	27	0	0.417116577	5000.0	9	0	0	0	0.0
0	0.75114229	66	1	0.558390874	9992.0	11	0	3	0	1.0
0	0.654137093	41	0	0.486584327	9391.0	8	0	2	0	4.0
0	0.601479704	27	1	0.059984004	3750.0	8	0	0	0	0.0
0	0.068163827	49	0	0.115948184	9417.0	6	0	1	0	2.0
0	0.024365339	53	0	0.378909493	10838.0	14	0	2	0	2.0
0	0.019535816	58	0	0.00789266	3800.0	4	0	0	0	0.0
0	0.0396323	45	0	0.399280036	6666.0	10	0	2	0	2.0
0	0.960159363	30	0	0.01303781	2300.0	2	0	0	0	1.0
0	0.303761767	53	0	0.232332027	6890.0	13	0	1	0	1.0
0	0.0	46	0	0.059478637	73000.0	4	0	1	0	2.0
0	0.431243448	72	0	3210.0	0.0	11	0	1	0	0.0
0	0.554921803	45	0	0.731567108	4000.0	12	0	2	0	4.0
0	0.168611019	46	1	0.380923815	5000.0	7	0	1	0	2.0
0	0.003285255	48	0	0.181959565	4500.0	14	0	1	0	2.0
0	1.126873127	22	0	0.144342263	2500.0	4	0	0	0	2.0
0	0.184020193	44	0	0.867042116	4083.0	7	0	2	0	2.0
0	0.000146786	83	0	0.139577039	1654.0	6	0	1	0	0.0
0	0.151515152	40	0	0.621702638	1667.0	5	0	1	0	2.0
0	0.006460639	93	0	0.000527148	7587.0	6	0	0	0	0.0
0	0.655908664	45	1	0.415420179	7353.0	10	0	1	0	1.0
0	0.024306624	56	0	0.166510465	3200.0	6	0	0	0	1.0
0	0.5301505	41	0	1.059202059	1553.0	4	0	1	0	2.0
0	0.381169757	49	0	0.337438424	5683.0	14	0	1	0	1.0
0	0.0	53	0	297.0	0.0	2	0	0	0	3.0
0	0.9999999	40	0	0.435426958	4250.0	6	0	1	0	1.0
0	0.370077477	63	0	0.294135293	6666.0	19	0	2	0	1.0
0	0.504980427	32	0	0.13247792	6000.0	10	0	0	0	2.0
0	0.115144036	48	0	0.457506071	7000.0	9	0	2	0	0.0
0	0.220665847	77	0	0.033193361	5000.0	4	0	0	0	0.0
0	0.975300617	45	0	0.172093399	12376.0	11	0	0	0	0.0
0	0.496926409	33	1	0.715079145	3600.0	7	0	1	0	0.0
0	0.455186569	40	0	0.189603466	3000.0	5	0	0	0	1.0
0	0.460463833	45	0	0.782735918	4100.0	15	0	2	0	1.0
0	0.434585502	49	0	0.685100548	4375.0	19	0	2	0	2.0
0	0.472124206	39	1	0.451124852	7600.0	11	0	3	0	0.0
0	0.013149671	65	0	0.003461006	4333.0	2	0	0	0	1.0
0	0.001674601	65	0	0.000945626	2114.0	5	0	0	0	0.0
0	0.0	40	0	0.0	5800.0	2	0	0	0	0.0
1	0.735113244	43	3	0.444145357	5200.0	7	1	1	0	1.0
0	0.190349539	45	0	0.518413598	6000.0	16	0	2	0	0.0
0	0.100424807	46	0	0.307305871	6966.0	10	0	1	0	2.0
0	0.075170686	49	0	0.782157277	5200.0	10	0	1	0	4.0
0	0.530004126	49	0	0.269079389	20833.0	8	0	2	0	4.0
0	0.302323256	64	0	0.020498907	13268.0	3	0	0	0	0.0
0	0.824279535	37	0	0.334223579	2620.0	6	0	1	0	0.0
0	0.023377647	74	0	0.248968363	1453.0	11	0	1	0	0.0
0	0.601178634	57	1	0.35930529	6275.0	10	0	1	0	2.0
0	0.271376841	60	0	0.550830373	10416.0	19	0	2	0	2.0
0	0.029936745	50	0	0.007117438	5900.0	8	0	0	0	1.0
0	0.0	34	0	0.604052793	7500.0	5	0	1	0	0.0
0	0.175621796	48	0	0.033405384	45800.0	4	0	1	0	0.0
0	0.015252682	85	0	0.156831302	3117.0	6	0	1	0	0.0
0	0.029321635	44	0	0.540245975	10000.0	11	0	2	0	2.0
0	0.021943625	76	0	0.043182727	2500.0	15	0	1	0	0.0
0	0.005874266	38	0	0.073004285	6300.0	2	0	0	0	3.0
0	0.064809124	80	0	0.232291338	9500.0	14	0	1	0	0.0
0	0.180785172	52	0	0.52764613	9494.0	15	0	2	0	3.0
0	0.182396841	64	0	0.731067233	4000.0	13	0	2	0	0.0
0	0.36680726	45	0	0.053571429	4311.0	5	0	0	0	0.0
0	0.517190929	52	0	0.583133356	5833.0	5	0	2	0	0.0
0	0.360467107	53	0	0.092140921	10700.0	7	0	0	0	0.0
0	0.999578992	55	4	0.148483601	7286.0	6	0	0	0	0.0
0	0.064662356	27	0	0.197969543	2166.0	6	0	0	0	0.0
0	0.450384987	63	0	0.473244147	2391.0	5	0	0	0	3.0
0	0.003999529	77	0	0.249406176	7577.0	9	0	1	0	0.0
0	0.000512807	55	2	0.283265575	9100.0	17	0	1	0	1.0
0	0.022796224	64	0	0.005190087	7706.0	8	0	0	0	0.0
0	0.002837886	74	0	0.001929486	5700.0	12	0	0	0	0.0
0	0.145885776	47	0	0.364143704	8600.0	11	0	3	0	4.0
1	0.9999999	50	0	0.004284694	4200.0	0	1	0	0	0.0
0	0.100888102	57	0	0.661067115	12500.0	20	0	2	0	0.0
0	0.04154673	39	0	0.544229515	4600.0	10	0	1	0	2.0
0	0.007592311	69	0	0.008920332	3250.0	9	0	0	0	0.0
0	0.0	54	0	0.362156818	13148.0	15	0	2	0	0.0
0	0.224955009	50	1	0.670183232	1800.0	6	0	0	0	2.0
0	0.86164303	48	0	0.358213929	3000.0	7	0	0	0	1.0
0	0.091095445	59	0	0.462371563	3600.0	4	0	2	0	0.0
0	0.2092932	76	0	0.691047531	4333.0	22	0	2	0	0.0
0	0.9999999	30	0	0.406531156	3000.0	5	2	0	3	1.0
0	0.400533156	23	0	0.037634409	929.0	3	0	0	0	0.0
0	0.0	34	0	0.283358321	2000.0	7	0	0	0	0.0
0	0.383090595	50	0	0.416576316	8300.0	9	0	3	0	1.0
0	0.246288375	53	0	0.230571282	13600.0	15	0	1	0	1.0
0	0.9999999	53	1	0.176798041	4490.0	4	0	0	0	1.0
0	0.705305355	52	0	0.587886146	7412.0	15	0	2	0	1.0
0	0.82538839	64	0	0.639886578	7405.0	14	0	2	0	0.0
0	0.157335454	75	1	0.419222904	4400.0	22	0	2	0	0.0
1	0.999879489	73	1	0.241459757	6000.0	6	7	0	1	0.0
0	0.001254838	26	0	0.014527535	31250.0	18	0	0	0	0.0
0	0.008330225	56	1	0.130352764	5300.0	15	0	1	0	0.0
0	0.744896551	47	0	0.532260584	6400.0	10	0	1	0	2.0
0	0.869798414	52	0	0.529691501	8200.0	8	0	2	0	0.0
0	0.0	66	0	0.203472045	7833.0	6	0	1	0	0.0
0	0.266582228	29	0	327.0	0.0	1	0	0	1	0.0
0	0.195256512	48	0	0.484398217	5383.0	20	0	3	0	0.0
0	0.438956328	58	1	0.383604684	3500.0	10	0	0	0	0.0
0	0.112844358	45	0	0.341184313	9000.0	10	0	1	0	3.0
0	0.9999999	27	0	0.328977709	1300.0	8	0	0	0	0.0
0	0.042442122	60	0	0.320425329	6300.0	22	0	2	0	0.0
0	0.912377973	58	0	0.445686422	13329.0	8	0	2	0	0.0
0	0.0	21	0	0.0	1.0	1	0	0	0	0.0
0	0.968187602	26	0	0.228944655	2908.0	3	0	0	0	0.0
0	0.265937382	23	1	0.046635576	1500.0	4	1	0	1	0.0
0	0.03490996	60	0	0.443567482	3800.0	7	0	2	0	0.0
0	0.026158949	53	0	0.156512465	7500.0	8	0	1	0	0.0
0	0.228439033	56	0	0.241820152	4614.0	8	0	0	0	0.0
0	0.090641506	69	0	0.016683267	4015.0	2	0	0	0	0.0
0	0.310778624	49	0	1.41555381	2545.0	14	0	2	0	1.0
0	0.058166507	46	0	0.010170266	8750.0	6	0	0	0	3.0
0	0.028300632	68	0	0.648539326	4449.0	22	0	3	0	0.0
0	0.004417612	68	0	0.254006586	4554.0	13	0	1	0	1.0
0	0.249178038	63	0	0.781259326	3350.0	14	0	1	0	0.0
0	0.004641154	41	4	0.258999918	12138.0	11	0	2	1	2.0
0	0.009538849	70	0	0.190613087	16000.0	13	0	3	0	0.0
0	0.540087764	41	0	0.191084572	7200.0	3	0	0	0	0.0
0	0.283012362	67	0	0.212238368	7500.0	5	0	1	0	0.0
0	0.354314056	36	0	0.288456923	8333.0	16	0	0	0	2.0
0	0.020744285	37	0	0.116337196	4400.0	6	1	0	0	3.0
0	0.022485072	78	0	0.318692543	3915.0	11	0	1	0	0.0
0	0.9999999	29	0	3.657237937	600.0	4	1	2	0	0.0
0	0.0	31	0	0.24143964	4000.0	2	0	1	0	0.0
0	0.015234632	33	0	0.067187179	4866.0	5	0	0	0	0.0
0	0.01532156	75	2	0.019224358	44994.0	10	0	0	0	0.0
0	0.025299601	78	0	0.009059669	3200.0	7	0	0	0	0.0
0	0.687243759	46	1	0.428078747	6958.0	4	0	1	0	3.0
0	0.182	49	0	0.025469729	2394.0	1	0	0	0	1.0
0	0.006397441	24	0	0.0	416.0	2	0	0	0	0.0
0	0.214274377	27	0	0.205223881	1875.0	10	0	0	0	1.0
0	0.510744628	39	0	0.875105914	5900.0	10	0	2	2	2.0
0	0.179828344	35	0	0.254223652	8700.0	7	0	1	0	2.0
0	0.116623395	40	0	1.287766831	2435.0	10	0	2	0	1.0
0	0.731053789	35	1	0.499102794	3900.0	5	0	1	0	3.0
0	0.018320535	27	0	0.006138393	3583.0	2	0	0	0	0.0
0	0.13462923	59	0	0.007141837	7000.0	2	0	0	0	0.0
0	0.895553802	39	0	4.710963455	300.0	11	0	0	0	0.0
0	0.708891858	54	1	0.309278351	3200.0	5	0	0	1	0.0
0	0.02233083	65	0	0.272430669	5516.0	8	0	1	0	0.0
0	1.551495017	51	0	0.50821857	2250.0	5	4	1	1	3.0
1	0.9999999	35	1	0.127567255	3456.0	1	0	0	0	5.0
0	0.9999999	55	0	0.0	4000.0	1	0	0	0	1.0
0	0.0710836	55	0	0.140143309	6000.0	5	0	2	0	2.0
0	0.194669757	55	0	0.392921416	3333.0	9	0	0	0	0.0
0	0.977850554	57	0	0.074081091	15833.0	1	0	0	0	0.0
0	0.051433826	46	0	0.470882279	4000.0	5	0	1	0	3.0
0	0.016022547	82	0	0.00359928	3333.0	6	0	0	0	0.0
0	0.00181814	46	0	1.512349225	1740.0	10	0	3	0	0.0
0	0.283844843	82	0	0.411278496	7500.0	9	0	2	0	0.0
0	0.028938608	36	0	0.306267474	8583.0	9	0	1	0	1.0
0	0.273964862	65	0	0.493707981	5800.0	10	0	1	0	1.0
0	0.793611956	44	0	0.21929111	8604.0	6	0	0	0	3.0
0	0.188636897	45	0	0.332234239	7581.0	14	0	2	0	2.0
0	0.00181814	46	0	1.512349225	1740.0	10	0	3	0	0.0
0	0.011863097	74	0	0.000885515	7904.0	3	0	0	0	0.0
0	0.055036329	54	0	0.572415626	7525.0	18	0	3	0	1.0
0	0.048630777	49	0	0.014732003	9570.0	6	0	0	0	4.0
0	0.178612419	42	0	0.977755561	4000.0	8	0	2	0	4.0
0	0.017257755	54	0	0.021148036	1323.0	4	0	0	0	0.0
0	0.022466817	66	0	0.389322136	5000.0	23	0	1	0	0.0
0	0.704388985	53	0	0.00979902	10000.0	2	0	0	0	2.0
0	0.451736404	62	0	0.180824373	16739.0	8	0	2	0	0.0
0	0.396500243	62	0	0.755401356	6340.0	11	0	2	0	0.0
0	0.376703497	72	0	0.397447183	4543.0	10	0	3	0	0.0
0	0.028127218	42	1	0.468236053	3100.0	9	0	1	0	0.0
0	0.37312984	65	0	0.026297086	5627.0	4	0	0	0	1.0
1	0.950325345	49	1	0.514695509	8505.0	16	0	1	0	0.0
0	0.007189449	40	0	0.299041336	9700.0	11	0	2	0	2.0
0	0.071804931	66	0	0.12125163	2300.0	7	0	0	0	1.0
0	0.037831757	74	0	0.007775618	3600.0	5	0	0	0	0.0
0	0.376589042	66	1	0.795095769	9501.0	17	0	4	0	0.0
0	0.0	43	0	0.516204791	2128.0	13	0	1	0	1.0
0	0.093001111	63	0	0.01019796	1666.0	3	0	0	0	0.0
0	0.060084467	43	0	0.233534985	8760.0	11	0	1	0	2.0
0	0.460194912	33	0	0.294396552	9279.0	12	0	1	0	1.0
0	0.929354446	63	0	0.045131291	3655.0	5	0	0	0	0.0
0	0.224990109	66	0	0.565860597	3514.0	19	0	1	0	0.0
0	0.78910703	61	0	0.556520098	5298.0	8	0	2	0	2.0
1	0.633098852	43	1	0.451544447	4240.0	6	1	2	2	2.0
0	0.05790444	43	0	0.24671916	8000.0	8	0	2	0	2.0
0	0.113240563	84	0	0.003718163	10757.0	2	0	0	0	0.0
0	0.453823844	34	1	0.878594249	3442.0	9	0	1	0	1.0
0	0.0	36	0	0.230923026	3000.0	3	0	0	0	4.0
0	0.313358244	49	1	0.364815997	4700.0	13	0	0	0	0.0
0	0.494343504	51	0	0.692561488	3333.0	6	0	1	0	0.0
0	0.06668727	45	0	0.402597403	4080.0	12	0	1	0	2.0
0	0.530735158	69	0	0.541099344	5948.0	11	0	2	0	0.0
0	0.9999999	29	0	3.657237937	600.0	4	1	2	0	0.0
0	0.081538198	61	0	0.528384279	2518.0	8	0	1	0	0.0
0	0.9999999	30	0	0.145194274	4400.0	4	0	0	0	1.0
0	0.536038507	69	0	0.760886341	9070.0	20	0	2	0	1.0
0	0.936980086	50	1	0.231543624	4171.0	7	0	0	0	0.0
0	0.01811623	43	0	0.272579773	5546.0	9	0	1	0	0.0
0	0.076616445	37	0	0.146341463	2500.0	4	0	0	0	1.0
0	0.25999791	67	0	0.540598291	13103.0	15	0	2	0	0.0
0	0.465800595	49	0	0.420614518	8168.0	13	0	3	0	0.0
0	0.023628149	78	0	0.141978157	6500.0	14	0	1	0	0.0
0	0.056352979	77	1	0.332643916	2900.0	16	0	2	0	0.0
0	0.47317714	52	0	0.278370307	4687.0	8	0	0	0	2.0
0	1.07977208	26	0	0.166014776	2300.0	2	0	0	0	0.0
0	0.052098408	47	0	0.276131612	5500.0	5	0	2	0	3.0
0	0.444753556	56	0	0.373750833	1500.0	5	0	0	0	0.0
0	0.9999999	50	0	0.016463297	5162.0	1	0	0	0	2.0
0	1.018687527	42	2	0.024183127	5416.0	4	0	0	0	0.0
0	0.585070925	50	0	0.473840998	5370.0	5	0	1	0	0.0
0	0.04313389	44	0	0.334423549	8560.0	6	0	2	0	0.0
0	0.296155633	85	0	0.343675009	5833.0	12	0	1	0	0.0
0	0.064197432	66	0	0.133510306	6403.0	4	0	0	0	1.0
0	0.048413948	62	0	0.175065995	8333.0	13	0	1	0	2.0
0	0.339251904	60	0	0.263527281	13250.0	10	0	2	0	0.0
0	0.448831437	52	0	0.339486356	6229.0	10	0	1	0	0.0
0	0.284270919	57	0	1.246053462	4750.0	12	0	1	0	0.0
0	0.225324763	63	0	0.334483276	20000.0	12	0	3	0	1.0
0	0.008373953	40	0	0.18879225	19200.0	11	0	3	0	0.0
0	0.014389334	49	0	0.461123453	3150.0	8	0	1	0	2.0
0	0.013406853	45	0	0.005941617	7741.0	8	0	0	0	0.0
0	0.023161424	76	0	0.088562994	10500.0	10	0	0	0	0.0
0	0.464088398	70	0	0.214398043	11445.0	16	0	2	0	1.0
1	0.338727598	30	0	0.498375406	4000.0	10	0	1	0	0.0
0	0.401197605	30	0	0.071394574	2100.0	1	1	0	0	0.0
0	0.196818775	57	0	0.297906208	8166.0	12	0	1	0	0.0
0	0.396029017	55	0	0.268083648	5833.0	6	0	1	0	2.0
0	0.006119573	59	0	0.161079669	4593.0	15	0	0	0	1.0
1	0.9999999	48	1	0.173971498	3718.0	1	1	0	1	2.0
0	0.043472425	80	0	0.042799125	3200.0	6	0	0	0	0.0
0	0.19469294	50	0	0.261819054	12500.0	12	0	2	0	3.0
0	0.178638012	31	0	0.244585138	3000.0	6	0	0	0	1.0
0	0.057793195	59	0	0.209055338	16100.0	5	0	2	0	0.0
0	0.029589648	72	0	0.047190562	5000.0	7	0	1	0	0.0
1	1.263868066	51	2	0.081679742	6500.0	7	0	0	1	0.0
0	0.075974073	50	0	0.202560412	13200.0	6	0	1	0	2.0
0	0.174367735	48	0	5.631336406	650.0	9	0	2	0	2.0
0	0.060591031	46	0	0.176164767	5000.0	8	1	1	0	0.0
0	0.0	60	0	0.515534799	15416.0	19	0	9	0	1.0
0	0.538922156	38	1	0.108753316	4900.0	11	0	0	0	0.0
0	0.13958447	54	0	0.297214137	12024.0	9	0	2	0	0.0
0	0.843903895	28	0	0.127106541	3500.0	4	0	0	0	3.0
0	0.266198303	48	0	0.191237763	30950.0	11	0	2	0	1.0
0	0.830033993	45	0	0.500779844	8334.0	9	0	2	0	2.0
0	0.903755957	30	0	1.078725398	3200.0	16	0	3	0	0.0
0	0.156232956	55	0	0.25314937	5000.0	12	0	2	0	1.0
0	0.137829505	48	1	0.043735225	3383.0	5	0	0	0	0.0
0	0.509777801	65	0	0.284874224	3060.0	5	0	0	0	0.0
0	0.483301113	40	0	0.303013393	3583.0	11	0	1	0	2.0
0	0.9999999	59	0	0.036505867	2300.0	1	0	0	0	0.0
0	0.496046999	63	0	0.456761972	5700.0	9	0	2	0	0.0
1	0.888835991	45	1	0.250721015	5200.0	8	0	1	0	1.0
0	0.018357683	63	0	0.220404168	14300.0	14	0	2	0	0.0
0	0.128675745	32	0	0.36203679	3750.0	7	0	0	0	2.0
0	0.0	51	0	0.290854978	3695.0	6	0	2	0	5.0
0	1.680709534	51	1	0.17872969	3384.0	7	2	0	3	1.0
0	0.052144389	63	0	0.180649462	10500.0	9	0	1	0	0.0
1	0.484536819	38	3	0.438926846	6000.0	5	0	1	0	2.0
0	0.033072504	37	0	0.034138218	1200.0	5	0	0	0	0.0
0	0.270351784	70	0	0.084979767	4200.0	5	0	0	0	0.0
1	0.956886461	70	0	0.179937952	1933.0	4	0	0	0	1.0
0	0.040993168	26	0	0.075974675	3000.0	5	0	0	0	0.0
0	0.012880733	52	0	0.12556573	9500.0	7	0	2	0	0.0
0	0.0	76	0	0.089254881	15057.0	6	0	1	0	1.0
0	0.805539815	71	0	0.319925599	4300.0	4	0	0	0	0.0
0	0.8408577	56	3	0.183223289	6663.0	5	0	1	1	4.0
0	0.035457281	38	0	0.58403428	6300.0	7	0	3	0	3.0
0	0.9999999	38	0	1.162330905	960.0	4	0	1	0	3.0
0	0.528625334	60	0	0.147713638	7500.0	8	0	1	0	1.0
0	0.076112111	67	0	0.344509324	5308.0	6	0	1	0	0.0
0	0.15886311	56	0	0.760772148	2900.0	9	0	2	0	0.0
0	0.17540351	50	0	0.493430109	7990.0	6	0	2	0	3.0
0	0.969218627	49	0	0.507557289	2050.0	5	0	0	0	1.0
0	0.008636284	46	0	0.131408625	13750.0	8	0	1	0	3.0
0	0.194440278	44	0	0.271990272	7400.0	4	0	2	0	2.0
0	0.9999999	23	0	0.0	1564.0	1	0	0	0	0.0
1	0.618787918	51	3	0.356967548	11000.0	18	0	2	0	2.0
0	0.064355611	63	0	0.496304118	2840.0	9	0	3	0	1.0
0	0.039205105	45	0	0.000899978	40000.0	4	0	0	0	1.0
0	0.074909787	36	0	0.371802968	6333.0	5	0	1	0	2.0
0	0.096972701	55	0	0.306346827	2000.0	9	0	1	0	0.0
0	0.027998487	27	0	0.337394564	3200.0	7	0	0	0	1.0
0	0.013578161	56	0	0.378476641	5500.0	22	0	1	0	0.0
0	0.22672166	48	0	0.894705354	3342.0	6	0	2	0	0.0
0	0.014964764	53	0	0.185283924	3750.0	11	0	1	0	0.0
0	0.0	47	3	0.637613246	3200.0	14	0	2	0	5.0
0	0.079421086	51	0	0.573074154	12500.0	16	0	4	0	1.0
0	0.452577371	46	0	0.74365127	5000.0	10	0	3	0	2.0
0	0.0	54	0	0.354065579	6800.0	8	0	2	0	0.0
0	0.056553075	53	0	0.254515599	2435.0	10	0	1	0	3.0
0	1.052878966	30	0	0.2290024	2916.0	7	0	0	0	2.0
0	1.107410491	53	4	0.552473417	2162.0	6	0	1	0	2.0
0	0.045385726	44	0	0.21541502	5565.0	8	0	1	0	2.0
0	0.0	78	0	0.00139972	5000.0	10	0	0	0	0.0
0	0.006925669	27	0	0.001904308	4200.0	5	0	0	0	0.0
0	0.030384855	47	0	0.272497045	5922.0	6	0	1	0	2.0
0	0.183252869	54	0	1.363588529	3800.0	19	0	2	0	0.0
0	0.0	33	0	0.301165581	5833.0	5	0	2	0	0.0
0	0.448885473	25	0	0.044537357	5500.0	4	0	0	2	2.0
0	0.781943143	27	0	0.215512754	1920.0	3	0	0	0	0.0
0	0.110692106	63	0	0.305721143	12916.0	11	0	2	0	1.0
0	0.001673285	60	0	0.011235955	9166.0	6	0	1	0	0.0
0	0.553482173	62	0	1.950248756	200.0	7	0	0	0	0.0
0	0.085602825	40	0	0.070683662	8629.0	8	0	0	0	1.0
0	0.060280513	36	1	0.911439981	4256.0	12	0	5	0	0.0
0	0.146847939	47	0	0.488788041	7491.0	11	0	1	0	1.0
0	0.434103279	46	0	0.336582927	8000.0	8	0	1	0	1.0
0	0.272499483	49	0	0.287796651	8300.0	4	0	1	0	2.0
0	0.6667316	49	0	0.780865172	3166.0	12	0	1	0	1.0
0	0.049660803	56	0	0.327639752	7083.0	9	0	1	0	0.0
0	2281.0	31	0	0.255216484	7667.0	4	0	2	0	1.0
0	0.200211305	41	0	0.186454113	11353.0	8	0	1	0	0.0
0	0.113292678	53	0	0.374269006	5984.0	22	0	2	0	2.0
0	0.025005016	76	0	0.335155313	7500.0	9	0	2	0	1.0
0	0.143854207	50	1	0.139120095	5886.0	8	0	0	0	0.0
0	0.254840762	59	1	1.171865627	3333.0	16	0	2	0	0.0
0	0.659036556	45	0	0.582854286	4000.0	13	0	2	0	3.0
0	0.926073926	23	0	0.035322777	820.0	2	0	0	0	0.0
0	0.660775972	45	0	0.375246175	6600.0	11	0	1	0	0.0
0	0.0	39	1	0.224912506	14000.0	8	0	2	0	0.0
0	0.387164903	62	0	0.467677425	10750.0	14	0	2	0	0.0
0	0.0	50	0	0.376905774	4000.0	15	0	1	0	3.0
0	0.048059333	66	0	0.175648703	500.0	10	0	0	0	0.0
1	0.827723147	59	0	0.180601611	8443.0	18	0	1	0	1.0
0	0.964028777	33	1	0.105629211	4600.0	3	2	0	1	0.0
0	0.011888051	58	0	0.387555683	13917.0	8	0	3	0	0.0
